id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1885_Fetures_interest_MSV000079949_SIRIUS_fix_3009895	C40H85N5O9P2	[M + H]+	Fatty acids	0.995741129	Sphingolipids	0.991091251	Phosphosphingolipids	0.834613264	Phosphosphingolipids	0.966937006			Phosphosphingolipids	0.966937006	Sphingolipids	0.87084192	Lipids and lipid-like molecules	0.902594924	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Amines; Primary amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic zwitterions; Organic salts; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1886_Fetures_interest_MSV000079949_SIRIUS_fix_3009968	C43H83N7O9	[M + H]+	Amino acids and Peptides	0.991743386	Oligopeptides	0.985356033	Lipopeptides	0.896660805	Depsipeptides	0.577940464			Depsipeptides	0.577940464	Peptidomimetics	0.570079982	Organic acids and derivatives	0.999998808	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1887_Fetures_interest_MSV000079949_SIRIUS_fix_3011963	C30H37N7O4P4S5	[M + H]+	Alkaloids	0.9924016	Ornithine alkaloids	0.36248678	Tantazoles and mirabazoles	0.049468163	Benzene and substituted derivatives	0.928762734					Benzene and substituted derivatives	0.928762734	Benzenoids	0.95327431	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Azoles; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic disulfides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1888_Fetures_interest_MSV000079949_SIRIUS_fix_3012049	C22H46N5O9PS9	[M + H]+	Alkaloids	0.993765354	Ornithine alkaloids	0.931645095	Polyamines	0.592309296	Beta amino acids and derivatives	0.651153266	Amino acids and derivatives	0.808560729	"Amino acids, peptides, and analogues"	0.78213203	Carboxylic acids and derivatives	0.996009111	Organic acids and derivatives	0.999731958	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Amines; Thiols; Organic disulfides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1889_Fetures_interest_MSV000079949_SIRIUS_fix_3012710	C34H65N15O10	[M + H]+	Amino acids and Peptides	0.965007424	Oligopeptides	0.557843745	Linear peptides	0.239297956	Oligopeptides	0.718243539	Peptides	0.995462239	"Amino acids, peptides, and analogues"	0.998381615	Carboxylic acids and derivatives	0.999585927	Organic acids and derivatives	0.999939322	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1890_Fetures_interest_MSV000079949_SIRIUS_fix_3012726	C38H78N5O9PS2	[M + H]+	Fatty acids	0.997591496	Sphingolipids	0.292551458	Glycerophosphocholines	0.190663993	Biotin and derivatives	0.990817308					Biotin and derivatives	0.990817308	Organoheterocyclic compounds	0.638732374	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Thiophenes; Thiolanes; Biotin and derivatives; Imidazolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic carbonic acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Ureas; Cholines; Carboxylic acid derivatives; N-acyl amines; Imidazolidinones; Dialkyl ethers; Thioethers; Phosphocholines; Thienoimidazolidines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Azolidines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1891_Fetures_interest_MSV000079949_SIRIUS_fix_3012732	C47H74NO10P	[M + H]+	Fatty acids	0.999971271	Glycerophospholipids	0.999955297	Oxidized glycerophospholipids	0.655955434	Phosphatidylcholines	0.905346334	Phosphatidylcholines	0.905346334	Glycerophosphocholines	0.998096645	Glycerophospholipids	0.999964833	Lipids and lipid-like molecules	0.999967217	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1892_Fetures_interest_MSV000079949_SIRIUS_fix_3012784	C42H67N11O6	[M + Na]+	Amino acids and Peptides	0.801045775	Oligopeptides	0.551279306	Linear peptides	0.573235452	Oligopeptides	0.68238014	Peptides	0.731772959	"Amino acids, peptides, and analogues"	0.987755597	Carboxylic acids and derivatives	0.975500762	Organic acids and derivatives	0.982666135	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1893_Fetures_interest_MSV000079949_SIRIUS_fix_3013347	C31H71N19O7	[M + Na]+	Amino acids and Peptides	0.820723891	Ornithine alkaloids	0.292234808	Polyamines	0.302174807	Oligopeptides	0.559477389	Peptides	0.947257757	"Amino acids, peptides, and analogues"	0.991044521	Carboxylic acids and derivatives	0.974634707	Organic acids and derivatives	0.99189198	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1894_Fetures_interest_MSV000079949_SIRIUS_fix_301728	C7H18N6OS	[M + H]+	Alkaloids	0.941120088	Ornithine alkaloids	0.463865042	Polyamines	0.253920674	Aminotriazines	0.558556318			Aminotriazines	0.558556318	Triazines	0.758119464	Organoheterocyclic compounds	0.794402719	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Triazines; Hydrazines and derivatives; Organonitrogen compounds; Sulfonyls; Aminotriazines; Sulfenyl compounds; 1,3,5-triazines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1895_Fetures_interest_MSV000079949_SIRIUS_fix_3018035	C43H66N4O11S	[M + H]+	Polyketides	0.97189486	Oligopeptides	0.529485643	Depsipeptides	0.632218361	Cyclic depsipeptides	0.817983329	Cyclic depsipeptides	0.817983329	Depsipeptides	0.538729012	Peptidomimetics	0.428034931	Organic acids and derivatives	0.999987841	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1896_Fetures_interest_MSV000079949_SIRIUS_fix_3018410	C35H75N11O9S	[M + Na]+	Amino acids and Peptides	0.862251461	Oligopeptides	0.197826326	Linear peptides	0.181411311	Oligopeptides	0.668801069	Peptides	0.903989255	"Amino acids, peptides, and analogues"	0.997581482	Carboxylic acids and derivatives	0.997651398	Organic acids and derivatives	0.999975085	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1897_Fetures_interest_MSV000079949_SIRIUS_fix_3018427	C40H75N9O7S	[M + Na]+	Amino acids and Peptides	0.926402211	Oligopeptides	0.82988131	Linear peptides	0.50250721	Hybrid peptides	0.652666748			Hybrid peptides	0.652666748	Peptidomimetics	0.80108422	Organic acids and derivatives	0.999867201	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Hybrid peptides; Alpha amino acid amides; Amines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1898_Fetures_interest_MSV000079949_SIRIUS_fix_3018463	C49H80NO7P	[M + Na]+	Fatty acids	0.99983871	Glycerophospholipids	0.998954415	Glycerophosphocholines	0.747365355	Amino acids and derivatives	0.540233493	Amino acids and derivatives	0.540233493	"Amino acids, peptides, and analogues"	0.531957448	Carboxylic acids and derivatives	0.999857783	Organic acids and derivatives	0.99998486	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerophosphoethanolamines; Amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
